Object,Band,mag_5kpc,e_5kpc,magerr_5kpc,zerr_5kpc,npix_5kpc,mag_10kpc,e_10kpc,magerr_10kpc,zerr_10kpc,npix_10kpc,mag_15kpc,e_15kpc,magerr_15kpc,zerr_15kpc,npix_15kpc,mag_30kpc,e_30kpc,magerr_30kpc,zerr_30kpc,npix_30kpc
SN2007ol,FUV,25.881579418622387,2.8775527808854235,2.8775527808854235,0.0,24,24.412248851534365,2.0880585843416015,2.087204233419223,0.059725535908239584,84,24.075043954005277,1.6836282073718754,1.6836282073718754,0.0,175,22.287337674039108,0.8740904603794698,0.8740900177391548,0.0008796676403875349,686
SN2007ol,NUV,24.387016808682166,2.097284469192519,2.097284469192519,0.0,24,23.182633048575802,1.369489942186583,1.3688166947769584,0.042936672554976754,84,22.180633912037354,0.9144981274403029,0.9144981274403029,0.0,175,19.465302355006802,0.4075405002172823,0.4075396498289457,0.0008325470875389969,686
SN2006fw,FUV,24.403588456904405,2.4781853303241395,2.4781853303241395,0.0,11,23.382145390432648,1.70775390173364,1.70775390173364,0.0,42,22.585599958705853,1.1529079467692018,1.1529079467692018,0.0,90,21.74922033584115,0.503659175716431,0.5036160883710359,0.006587929660503281,334
SN2006fw,NUV,24.155336878121087,1.9195784338760036,1.9195784338760036,0.0,11,23.175795002710856,1.176652967341693,1.176652967341693,0.0,42,22.51554180742657,0.8182232247228994,0.8182232247228994,0.0,90,21.614118795022787,0.0876934541682047,0.0869934207559936,0.011058329400125503,334
SN2006ob,FUV,23.660819645900972,2.343974153075846,2.343974153075846,0.0,20,21.585501556297643,1.3647820311679502,1.3647820311679502,0.0,73,20.80512304351503,0.963761049080938,0.9636993882295096,0.010901782040521306,159,19.821445897023906,0.3951482822065878,0.39501006243588876,0.010450622240441904,621
SN2006ob,NUV,22.51724272130991,1.2186213606549556,1.2186213606549556,0.0,20,20.97975365968972,0.44987682984485994,0.44987682984485994,0.0,73,20.21667635591842,0.06630262876770497,0.06589132863524713,0.007373695965386644,159,19.31277463902683,0.4269698199162427,0.4269136650409243,0.0069245736788781116,621
SN2005hc,FUV,21.72380915256549,1.439787100337281,1.4392638316288324,0.03881387976907178,33,20.624321421108792,0.8886970924904043,0.8883175055407461,0.02597174523910147,119,20.042748978911654,0.5640482627360146,0.5593357711027579,0.07275945203476578,258,19.57400658965951,0.08446790029103406,0.08175878510025647,0.021220915119432332,1003
SN2005hc,NUV,21.246170649408832,0.5744761181245944,0.5737726690009977,0.028420672106312286,33,20.178568665315822,0.038062297967234024,0.024558231518250383,0.02907974881670268,119,19.625889570391223,0.28573463430702456,0.28070695486967745,0.0533655950061642,258,19.101590639252684,0.7421678424232685,0.7416778924283021,0.02696312686469234,1003
SN2006ef,FUV,21.94976246490358,0.9014465454389792,0.9011277091993726,0.023973443577435822,180,20.57139747394796,0.12357689450201366,0.12350097795965201,0.004330969610994855,699,20.00573518165005,0.2544029167026109,0.25400284083385366,0.014261867869517891,1546,19.283150141373635,0.9206401224822369,0.9206395587495203,0.0010188177446421962,6101
SN2006ef,NUV,21.06424574066311,0.4198500490096129,0.41916454214795007,0.02398229053434586,180,19.399651934727608,0.47362901801559726,0.4732170267117663,0.019750755339844175,699,18.758889644404135,0.8199785592194282,0.8198836448809927,0.012475834089450388,1546,18.15708062804371,1.3252768517890878,1.3252742222775857,0.002640010328807889,6101
SN2007hx,FUV,25.245548641457887,2.720358658936944,2.720351129021708,0.006400631494406751,15,23.879300032784815,2.1273439613711735,2.127015193048474,0.03739917811073506,46,22.814684693714373,1.6236899006016197,1.6232738525077015,0.03675449741871645,95,21.916789050681718,1.004172618074594,1.0041675951533735,0.003176119436497626,367
SN2007hx,NUV,24.60485936952067,2.1019451799327484,2.100551338909045,0.0765350380540354,15,23.26671807641278,1.3981838677557106,1.3978684971094117,0.02969499690845026,46,22.244320868519395,0.9158159674405227,0.9154150026012611,0.027097218151569773,95,21.267142312272405,0.25148264629281825,0.2514344682658576,0.004922352517262218,367
LSQ13dhj,FUV,24.261965551660438,2.441984289475254,2.441984289475254,0.0,9,23.02099132255448,1.6008718567830802,1.6008718567830802,0.0,35,22.956694064557706,1.2982388974131,1.2982388974131,0.0,73,23.215090821706937,0.6820472166811709,0.6818639718847472,0.015809162788983644,276
LSQ13dhj,NUV,23.750329476089654,1.835164738044828,1.835164738044828,0.0,9,22.844277891486428,1.275409122425549,1.275409122425549,0.0,35,22.684128162155844,0.9721140648336148,0.9721140648336148,0.0,73,21.9820388490789,0.3622726187846421,0.3621175610761723,0.010598220667981087,276
LSQ12gzm,FUV,23.595925914230644,2.138535324085012,2.138535324085012,0.0,9,23.085408676846424,1.5583528024235427,1.5583528024235427,0.0,31,22.798063510943457,1.2982391581861337,1.2982034438725227,0.009629650324030233,65,21.519387286582283,0.5159556481386837,0.5149426905195049,0.0323149551561272,245
LSQ12gzm,NUV,23.43841479812921,1.6147337936155117,1.6147337936155117,0.0,9,22.702555617441124,0.9496969581605186,0.9496969581605186,0.0,31,22.484879404361468,0.7745267990363116,0.7745192162613568,0.003427253613123081,65,21.164450703624706,0.08194257906941822,0.08036549794009956,0.015999156396126313,245
SN2005gj,FUV,25.101467746869243,2.6981802222283835,2.6981802222283835,0.0,20,24.308042426585928,2.112628479808677,2.1126052576328385,0.009905509618977817,71,23.921477592231806,1.6717048138935278,1.670094962070787,0.07334713668965549,151,23.0418741275203,0.9265805306206506,0.9265430473796156,0.008334331271431855,577
SN2005gj,NUV,24.973861437295056,2.228406863859505,2.228406863859505,0.0,20,23.768356499251322,1.5720785320681492,1.571985493114447,0.01710322856292166,71,22.756410050653802,1.006645316882944,1.0064936501195834,0.017473587820493967,151,21.53691314933215,0.28702804210641614,0.28702220829666353,0.001829999986145419,577
LSQ13dkp,NUV,25.091152748096317,2.0611116226508135,2.060708165105898,0.0407796431096844,16,24.041465834160242,1.3737989673638822,1.3660112926784505,0.14607104779872668,57,22.604625011290892,0.8480689736692147,0.8479201316661235,0.0158881847817516,126,20.803601643999905,0.020633848322070596,0.007532861612791526,0.019209677053525585,475
LSQ13dcy,NUV,23.236382824411372,1.5331168964395414,1.5331168964395414,0.0,13,22.05582211992968,0.8931796426412659,0.8931796426412659,0.0,44,21.40103772418929,0.5181955517837893,0.5181955517837893,0.0,92,20.514042344026326,0.08614950882988416,0.0850702000561413,0.013594077167589787,360
SN2004gs,FUV,24.385089923831888,1.5829436578697884,1.576738968193013,0.14001732097072078,80,22.26518910590199,0.8426914567384375,0.8356785582560494,0.10849073016180029,309,21.34186481462937,0.3925420477135574,0.3845510558558287,0.07880193311918214,680,20.617496461611818,0.32728255709766024,0.3271481070641618,0.009380203874060893,2666
SN2004gs,NUV,22.654399680876324,1.022288414048492,1.012583893595281,0.14052565576862527,80,21.272097365382606,0.22069202639291707,0.21952632461069957,0.022653108314969975,309,20.48888062139126,0.23167222447506533,0.22284267135727204,0.06334953366505473,680,19.604365029190472,0.9023094126675026,0.9021234141710278,0.01831998342744323,2666
CSP12N,NUV,24.901636148399092,2.3142647673550383,2.3142647673550383,0.0,9,24.83130010125827,1.6680856140649067,1.6674955718441935,0.044363653256948576,33,24.355781918823673,1.3196695605886024,1.3196695605886024,0.0,69,23.558232105157533,0.746376116976659,0.6519543245006533,0.3633632710636179,258
SN2006br,NUV,20.043146741254404,0.0444354769265982,0.021894421037786833,0.038667117000293134,99,18.74031654488358,0.7047371475276175,0.7042271125600323,0.02680710802609075,377,18.121778544342167,1.0753866320880616,1.0753866116729351,0.00020954309237944575,833,17.32392445509148,1.681234645092383,1.681234609792217,0.0003445224556664946,3277
SN2011jt,FUV,24.177406499172683,1.9452138103261853,1.945106316115873,0.020449618330263715,78,21.929627887960304,0.9640039697007701,0.9619918124643821,0.062252761788824384,297,20.68123954719771,0.43070608019640316,0.4266714037731857,0.05881531025481063,658,19.49811304065878,0.3408485430854786,0.3355001722363167,0.06014452388119137,2594
SN2011jt,NUV,23.441187012692996,1.1239840656399533,1.1239686714366235,0.0058826389920278496,78,21.168521010523484,0.09685040316299555,0.08387511395547691,0.04842484746274935,297,20.00791719180536,0.49546516311594735,0.4912304718859494,0.06464016825643137,658,18.506109180360273,1.2987946017759724,1.2976614829888904,0.05424106534241949,2594
SN2005be,NUV,21.72865892425446,0.7535519534621624,0.7535519534621624,0.0,56,21.066102928725545,0.28484374996946515,0.28484374996946515,0.0,204,20.87452596112031,0.005068440992376603,0.004129813587525507,0.002938321600079411,460,20.25667243754177,0.6396611885333189,0.6396205164907038,0.007213251695546855,1790
SN2007ba,FUV,24.22228050185479,2.0171934908570504,2.0171934908570504,0.0,44,22.349298929686427,1.0682523155296626,1.0674130808474311,0.04233585324853538,167,21.7996332010636,0.7178465787692864,0.7110602299808133,0.09847365124946938,360,20.771786470386,0.043398543799077614,0.018121565708261716,0.03943402667952654,1420
SN2007ba,NUV,23.047171256698494,1.2560273569539329,1.2560273569539329,0.0,44,21.456528946881605,0.43465056949690556,0.4294523165195618,0.06702108175765631,167,20.896643861996303,0.11628089875809948,0.06993536944794457,0.09289936230228324,360,19.878244762741623,0.580385669723331,0.5775591922405998,0.0572093093699388,1420
LSQ14bbv,NUV,21.87760170546541,0.8988008527327057,0.8988008527327057,0.0,20,20.546359039233298,0.23578484430278085,0.23566773342868408,0.007430492814969139,74,19.900152447636557,0.09843616043716796,0.09643229495932093,0.0197608241348988,165,19.153713371883935,0.6292243637467464,0.6289577172144685,0.018316383072607207,636
SN2006eq,FUV,24.066163875806495,2.235219271339852,2.235219271339852,0.0,29,22.67352020000603,1.4474350937152805,1.4469200899348686,0.03860833927320114,105,22.503358717120715,1.0886172204458047,1.088607372018473,0.004630576441827346,223,21.217036286524184,0.3820811907219591,0.38208063821901794,0.000649770465655717,861
SN2006eq,NUV,23.233471495640135,1.3367292850286479,1.3367292850286479,0.0,29,21.955052061781508,0.6288350545546144,0.6280801722760982,0.030802971128312408,105,21.665911726416336,0.3378443466769462,0.33759129912809704,0.013073535657055201,223,20.633474857571343,0.31770611837555407,0.3173436966157877,0.0151708889485242,861
SN2004ey,FUV,19.621463840147307,0.37424396252247577,0.3726632007646218,0.0343610576145646,229,18.74108964699247,0.14124537553597977,0.13582664833057037,0.03874761558578173,881,18.33921828966261,0.43493226371457105,0.4348524118547109,0.008333902088580415,1962,17.67510796235338,1.0147930511633696,1.014793044789836,0.00011373493546031138,7769
SN2004ey,NUV,19.234617317465347,0.42393435668516877,0.42247663945757513,0.0351258863333293,229,18.3157419647751,0.9057728446247869,0.9048945566899442,0.03987840684616006,881,17.89180034778874,1.1797582676452303,1.1797018700604125,0.011535504030621592,1962,17.141968604191806,1.7435748291723259,1.7435714503806636,0.0034325414453512536,7769
SN2008go,NUV,25.268537921184436,2.0570138154925273,2.0570138154925273,0.0,20,23.84127177833213,1.2234802193009737,1.2234802193009737,0.0,69,22.331949646684446,0.7064470671620723,0.7059129491919967,0.027465739839862495,148,21.172390467900183,0.013945000993155186,0.006893567743934621,0.012121954316812254,564
SN2006py,FUV,24.062055739698206,2.3661875807567303,2.3661091568692005,0.01926460762923479,22,23.602140615591324,1.8264457965293908,1.826402109295438,0.01263260943179004,76,23.685787611722834,1.3947801420657366,1.3942294240642124,0.03919129717795517,169,nan,0.7200208218853187,0.7171524537321207,0.06420546748064625,650
SN2006py,NUV,24.521548480749942,1.8625347631555813,1.8614137819421148,0.06461018773359482,22,23.861374820564375,1.257172582855569,1.2571398102331532,0.009077478212267889,76,23.390776230507228,0.8417569115270169,0.8414285307050153,0.023510121630931347,169,22.62045942094102,0.1865401446499854,0.1796481707936075,0.050237041080743394,650
SN2004ef,NUV,20.817503432671415,0.3629091019296183,0.3623959909420643,0.019291501042721676,63,19.311116389475984,0.38457464970008304,0.3843677593975239,0.012612958719855018,241,18.475094760179726,0.7959446457790996,0.7959094490191803,0.007485192475910123,532,17.621782107642943,1.2960193886084397,1.2959684947494448,0.011485480653954437,2097
SN2005ku,FUV,21.647042575451216,1.2196267270753556,1.2196267270753556,0.0,33,20.942412165894776,0.7554430263870028,0.7552627126208429,0.016504576376263336,121,20.516799541392224,0.46940439886661484,0.46938971057815915,0.003713391802651618,262,19.708870662226335,0.10410083929174328,0.10395231013184356,0.005558953093737961,1017
SN2005ku,NUV,20.705215140129976,0.3126075700649895,0.3126075700649895,0.0,33,20.07808514333981,0.10846151755211435,0.10743902589461006,0.014857876851182852,121,19.726384760266374,0.4386231615401035,0.43860701650780903,0.0037633641272457204,262,19.080586087511215,0.9120733409853632,0.9120508147479804,0.006410199197187729,1017
SN2012gm,FUV,18.341314042209156,0.2542940528431848,0.2286269439051576,0.11133366890568364,262,17.418414416101704,0.8331400219342693,0.8325840045754941,0.030433065466171045,1013,17.267730949038828,1.0242676253121616,1.0242638295285857,0.002788508929707323,2253,17.21749683588322,1.2239621471854798,1.2239620217716654,0.0005540789720425991,8923
SN2012gm,NUV,17.972161990973724,1.0109585897135447,1.0046400878868365,0.11285195579310484,262,17.00600066967441,1.6362357506332657,1.6359404064012695,0.0310872699678724,1013,16.81009809816652,1.850726876215945,1.8507255925624326,0.002179766607411101,2253,16.759954145920112,2.061236326380278,2.0612360334436555,0.001098919072712466,8923
ASASSN-14fa,NUV,23.649600221798742,0.9727940115812174,0.9722285501827463,0.033163763022803876,119,22.23556070842073,0.2150428667022354,0.21367949069971068,0.02417663694204894,460,21.864305600533296,0.22454694843816264,0.20278996859254897,0.0964238595531411,1013,20.52871054373381,1.0161383735383427,1.0127717273885677,0.0826475793930193,3992
ASASSN-14lt,FUV,nan,2.0149771882052994,2.0149771882052994,0.0,61,nan,1.3365922999172086,1.3362067688726391,0.03210057658228513,233,23.300781406548268,0.7720040223428611,0.7716577003846768,0.02312150407281291,511,22.340273436765223,0.05971512576947415,0.05144214279409921,0.03032494337036134,2006
ASASSN-14lt,NUV,23.195841595180326,1.0772262603859621,1.0772262603859621,0.0,61,22.206622547878215,0.45383638598684595,0.45246001865855157,0.03531850451398831,233,21.428553368012775,0.025295183781524407,0.015351976980193728,0.020103808727221246,511,20.544620174435746,0.6642203227626082,0.6641469082368257,0.009875294948962292,2006
ASASSN-13dd,FUV,22.422186102669265,1.1590093170999227,1.1582149646108557,0.042903296795273764,354,22.228531166673733,0.5326861930438572,0.5311757297899181,0.04008646082788332,1368,21.49146709344088,0.10582199823637552,0.09153097817386252,0.05310720615204085,3069,20.72590365240384,0.6433354607044476,0.6426413351448652,0.029876903504694498,12152
ASASSN-13dd,NUV,20.352562744255323,0.06719205919234765,0.06056220450173093,0.029103130491383092,354,19.866216151932708,0.40275033984738234,0.40212730359347726,0.02239348011858224,1368,19.50806585882919,0.7208422093803415,0.7207676772571681,0.010365628087040673,3069,18.679906727883406,1.3810391066017809,1.3809229211908636,0.017913673356880988,12152
SN2008hv,FUV,23.679400881090245,1.2151494469162258,1.2127185846621378,0.07682325660808116,358,21.990459490458477,0.4828437424807948,0.47948668628442553,0.05683834382563392,1394,21.7141279743746,0.08745355929387064,0.07802055927194232,0.03950844674319509,3106,20.61142020041317,0.6585441428061973,0.6547375809087065,0.07070423021407068,12327
SN2008hv,NUV,22.51247346987045,0.6154165630331301,0.6144784415737619,0.03396749764983403,358,20.31492391562851,0.33668816613753777,0.33058127351214633,0.06383527880526364,1394,19.523075519187014,0.734507901304726,0.7327366573927299,0.05097889751654525,3106,18.728512473542764,1.369724692826816,1.3694131159527223,0.029213900735292807,12327
ASASSN-14ad,NUV,20.8197274833852,0.282581977659046,0.2586255864404423,0.11386562315306104,88,19.644756180832943,0.43819975744165524,0.43502790071724756,0.052628443065229416,328,18.85337507573803,0.8938775587458291,0.8922359848717709,0.054148290178952924,727,17.920418254893676,1.4912235148163895,1.4911908795633986,0.009865690461594752,2852
ASASSN-14fd,NUV,19.32439619221905,0.5025867944609914,0.5013863837628498,0.03471570456993684,227,18.698186699049746,1.146177631981718,1.1451071314727086,0.04952596799219232,871,18.438409382844796,1.5051547429665462,1.5043479946979177,0.04927383811966916,1950,18.034280702964704,2.097984075261714,2.0979321047420347,0.014766988332256403,7707
ASASSN-14li,NUV,19.368582663187798,0.44144130906192647,0.44090649318335307,0.02172311246265451,134,19.041053983566933,0.7521882022742308,0.7521273642361719,0.009566588090225524,526,18.950236793243363,0.9017023029991453,0.9016891348137,0.004873129680564842,1165,18.568892254572123,1.3075963968948754,1.3075912926501796,0.0036535678305970403,4602
ASASSN-14bf,NUV,19.177543783593553,0.45678423650595973,0.4565725026158884,0.013906422091866117,113,18.727187838236183,0.8309876792392111,0.8309369318339982,0.009183591980885798,442,18.588209827224922,1.0209130265320934,1.0209055634584678,0.0039036191498583784,983,18.42760119394939,1.430780525844423,1.4307773320338097,0.0030231231957392555,3893
ASASSN-14lu,FUV,23.201469350097092,1.7793740242747165,1.779326864548765,0.012954819900712428,84,22.53069518222401,1.147184634617291,1.1462996969961683,0.04505097744222556,315,22.270524895080946,0.7764309983608968,0.7764008206368701,0.006845504371021562,684,21.30055521331341,0.05346353099240772,0.05058840759130336,0.017296304910364557,2688
ASASSN-14lu,NUV,20.86467187551192,0.38238571008282435,0.3823085641720937,0.007680692430887292,84,20.25191786021065,0.04756345051129014,0.033846401461030816,0.03341710539048344,315,19.85900493712586,0.3275277104964035,0.3275170822858032,0.002638551498517807,684,19.421032315915024,0.7769835518578755,0.7768251065886729,0.015690558663630217,2688
ASASSN-13cp,NUV,19.623656336933507,0.23578011663250645,0.23489433138713678,0.020418532793232688,109,18.43302492793266,0.8355997773428375,0.8354226938176723,0.01720205074470748,407,18.045698395040585,1.062157629042019,1.062012067195905,0.017584028618137505,908,17.696813265612544,1.3636762175515218,1.363656866071892,0.00726484209130162,3557
ASASSN-14co,FUV,20.59980246595684,0.8623746076018227,0.8622645120124274,0.01377951959859872,57,19.64692316964348,0.30906356803607665,0.30741966892993877,0.03183451338088002,209,19.10943426110123,0.054889228930169585,0.03863474674034999,0.03898953445294752,473,18.445410913651028,0.5356152018238619,0.5347109417355485,0.031110339327934746,1825
ASASSN-14co,NUV,20.125437550944824,0.02269534061328999,0.01826517999635169,0.01347077151666244,57,19.210749419757825,0.5277315604980654,0.5272751903843279,0.021942505574659283,209,18.658700778762135,0.901381048913534,0.9006716417053795,0.035754568494099206,473,17.98330355686033,1.4324018492723587,1.432095674580999,0.02961480449482274,1825
SN2008dh,NUV,22.00016181377964,0.8188493848797476,0.818482199567578,0.024519463879955922,46,20.800123457348665,0.18388446621895813,0.16508335114395115,0.08099990180064465,169,20.511849281313,0.15043373302196789,0.1453839137042115,0.038650040969850114,366,19.377010296202997,0.8400133081909145,0.8377425328762212,0.061723630385595266,1430
SN2012hd,NUV,17.2172000570525,1.4484567913596076,1.4470997472865808,0.06268490917983405,383,16.247651154666528,1.9795645662032413,1.979211813592539,0.037369355134379646,1489,15.893357240377249,2.2234869363409455,2.223415337402802,0.01784358374397808,3323,15.565620447628113,2.584415423790865,2.584389088623083,0.01166710478511007,13190
SN2010A,FUV,17.880602555857628,0.47496735870330425,0.47403974676231764,0.02967002398231299,134,17.379710060797418,0.8504646615665931,0.8501568405200782,0.022879840263822605,518,17.21251902812417,1.0261495206510798,1.0260189717301476,0.016367907082201674,1153,17.05814327032396,1.2714746074955712,1.271473746409406,0.0014797626994636976,4530
SN2010A,NUV,17.369004532383062,1.3552220050983932,1.355017734098857,0.02352920271722482,134,16.861503191181868,1.6374706668526682,1.637361336221975,0.01892193035370895,518,16.698778314845676,1.8017699783285974,1.8017203117717495,0.01337807741582261,1153,16.568682011717822,2.038978049869492,2.038977813918508,0.0009809167631375793,4530
PTF12iiq,FUV,22.800907972376542,1.6817583900872393,1.6817413283963591,0.007575420283528184,73,22.47050272716077,1.1954763059322497,1.195423385447039,0.011248447526560876,276,22.52282740555599,0.8197004657615652,0.8172341114585393,0.06353944159574201,607,22.02494748449734,0.1416209966548771,0.12567911846238375,0.06527837219201184,2378
PTF12iiq,NUV,21.638279850468503,0.7006235264078302,0.7005803252822487,0.007780333126686665,73,21.02687246086859,0.2512819994895822,0.2504225279939296,0.020765373596733725,276,20.701518654448204,0.051674277602759805,0.0465398932557927,0.022455941340912552,607,20.18616476468357,0.6278876759244851,0.6267325605998995,0.03806876753645531,2378
SN2007rz,NUV,18.073880048542946,1.0655788438864944,1.0643080271757284,0.0520259149634788,338,17.507010364186094,1.5082866694115233,1.5082502204712498,0.010485684190008828,1317,17.157261257713788,1.8083384772501614,1.8081578248454746,0.02556029642854104,2944,16.989963685487723,2.1454791065366434,2.1454790062398525,0.0006560254019877185,11658
SN2012cu,FUV,23.267356510100463,0.572201697092285,0.5721798659139418,0.004998319517064639,4600,23.307751084906748,1.1699892692959695,1.0927533772669107,0.4180489764841884,18242,20.427418408854386,1.469822442893043,1.4590591422158283,0.17755121274855992,40963,18.914407039362757,2.045544558367186,2.0392637864573313,0.16017412247086818,163406
SN2012cu,NUV,nan,0.6064098855191471,0.5570225614209429,0.23970568479574486,4600,20.78779952380652,1.4308069090032154,1.4060798259825604,0.2648545521907982,18242,19.053854215303435,1.9637550037835987,1.9568138206759063,0.164964802600083,40963,17.18069753094076,2.7732815046386072,2.7714117811194,0.10181867924488464,163406
